,Unnamed: 0_x,VendorID,tpep_pickup_datetime,tpep_dropoff_datetime,passenger_count,trip_distance,RatecodeID,store_and_fwd_flag,PULocationID,DOLocationID,payment_type,fare_amount,extra,mta_tax,tip_amount,tolls_amount,improvement_surcharge,total_amount,Unnamed: 0_y,mean_duration,mean_distance,predicted_fare,tip_percent,generous,day,am_rush,daytime,pm_rush,nighttime,month
16367,48041006,2,2017-06-03 18:19:02,2017-06-03 18:26:47,6,1.09,1,N,141,161,1,7.0,0.0,0.5,1.56,0.0,0.3,9.36,16367,13.516666666666667,1.5977777777777775,10.06333870974231,0.2,1,saturday,0,0,1,0,jun
16368,14169918,1,2017-02-22 15:24:16,2017-02-22 16:00:38,1,5.4,1,N,161,13,1,26.0,0.0,0.5,5.35,0.0,0.3,32.15,16368,31.33888888888889,5.853333333333334,23.51692619671844,0.2,1,wednesday,0,1,0,0,feb
16369,82983483,2,2017-10-03 08:46:17,2017-10-03 09:11:49,2,10.43,1,N,138,37,1,31.0,0.0,0.5,6.36,0.0,0.3,38.16,16369,23.475,8.565,26.63842534626421,0.2,1,tuesday,1,0,0,0,oct
16370,31204234,2,2017-04-17 07:51:11,2017-04-17 08:03:41,1,2.32,1,N,151,74,1,10.5,0.0,0.5,2.26,0.0,0.3,13.56,16370,12.816666666666666,2.2675,11.092285157547842,0.2,1,monday,1,0,0,0,apr
16371,28209196,1,2017-04-05 19:22:11,2017-04-05 19:45:40,2,5.6,1,Y,262,144,1,21.0,1.0,0.5,4.55,0.0,0.3,27.35,16371,23.48333333333333,5.6,20.841901642431942,0.2,1,wednesday,0,0,1,0,apr
16372,24383780,2,2017-03-23 21:24:25,2017-03-23 21:58:19,1,5.78,1,N,234,61,1,25.0,0.5,0.5,5.26,0.0,0.3,31.56,16372,33.00833333333333,2.89,17.967684958810313,0.2,1,thursday,0,0,0,1,mar
16373,86974990,1,2017-10-15 19:36:35,2017-10-15 19:47:05,2,1.3,1,N,249,107,1,8.5,0.0,0.5,1.85,0.0,0.3,11.15,16373,11.526923076923076,1.3761538461538465,9.087950069272027,0.199,0,sunday,0,0,1,0,oct
16374,82786992,2,2017-10-02 14:18:42,2017-10-02 15:24:28,1,17.34,2,N,230,132,1,52.0,0.0,0.5,11.71,5.76,0.3,70.27,16374,56.85,18.14875,52.0,0.2,1,monday,0,1,0,0,oct
16375,34294820,2,2017-04-29 02:48:06,2017-04-29 02:58:37,1,2.92,1,N,263,42,1,11.0,0.5,0.5,3.08,0.0,0.3,15.38,16375,11.233333333333334,2.725,11.562130772674443,0.25,1,saturday,0,0,0,1,apr
16376,63046030,1,2017-07-25 08:52:34,2017-07-25 09:12:10,1,2.3,1,N,144,186,1,13.5,0.0,0.5,2.85,0.0,0.3,17.15,16376,20.274242424242427,2.479090909090909,13.704929050983043,0.199,0,tuesday,1,0,0,0,jul
16377,78031272,2,2017-09-16 16:23:25,2017-09-16 16:30:45,1,0.72,1,N,52,33,1,6.5,0.0,0.5,1.46,0.0,0.3,8.76,16377,7.333333333333333,0.72,6.478195312082787,0.2,1,saturday,0,0,1,0,sep
16380,15945520,2,2017-02-27 20:06:08,2017-02-27 20:24:54,2,4.25,1,N,148,50,1,16.5,0.5,0.5,3.56,0.0,0.3,21.36,16380,25.844444444444445,4.116666666666666,18.43502739208085,0.2,1,monday,0,0,0,1,feb
16381,6037499,1,2017-01-28 18:08:14,2017-01-28 18:11:44,1,0.8,1,N,90,186,1,5.0,0.0,0.5,1.15,0.0,0.3,6.95,16381,5.81159420289855,0.6947826086956522,6.113073155034203,0.198,0,saturday,0,0,1,0,jan
16383,31183135,1,2017-04-28 14:50:30,2017-04-28 15:02:51,2,1.5,1,N,161,239,1,9.5,0.0,0.5,2.05,0.0,0.3,12.35,16383,16.974358974358974,2.353846153846154,12.556509338780591,0.199,0,friday,0,1,0,0,apr
16384,73922161,2,2017-09-02 22:13:26,2017-09-02 22:16:04,1,0.31,1,N,163,230,1,3.5,0.5,0.5,1.2,0.0,0.3,6.0,16384,10.581720430107524,0.9641935483870968,7.871350518137797,0.25,1,saturday,0,0,0,1,sep
16387,83380435,2,2017-10-04 14:11:21,2017-10-04 14:20:03,6,1.52,1,N,239,166,1,8.0,0.0,0.5,1.76,0.0,0.3,10.56,16387,12.984848484848486,1.9959090909090909,10.708320407244097,0.2,1,wednesday,0,1,0,0,oct
16388,78871249,2,2017-09-19 16:21:52,2017-09-19 16:38:53,1,1.29,1,N,170,48,1,11.0,1.0,0.5,2.56,0.0,0.3,15.36,16388,14.1359649122807,1.2657894736842106,9.464252694574428,0.2,1,tuesday,0,0,1,0,sep
16389,6763489,1,2017-01-30 18:38:26,2017-01-30 18:47:08,2,1.0,1,N,100,164,1,7.0,1.0,0.5,2.0,0.0,0.3,10.8,16389,9.518333333333334,0.841,7.460959068683604,0.227,1,monday,0,0,1,0,jan
16390,41642129,1,2017-05-10 07:36:41,2017-05-10 07:51:57,1,1.3,1,N,230,237,1,10.5,0.0,0.5,2.25,0.0,0.3,13.55,16390,15.576811594202898,1.4947826086956524,10.432489103778252,0.199,0,wednesday,1,0,0,0,may
16391,39779917,1,2017-05-17 08:45:09,2017-05-17 09:07:21,1,2.8,1,N,114,162,1,15.5,0.0,0.5,3.25,0.0,0.3,19.55,16391,17.316666666666666,2.7075,13.334732945305204,0.199,0,wednesday,1,0,0,0,may
16392,35170330,2,2017-04-28 01:04:52,2017-04-28 01:08:08,1,0.53,1,N,162,161,1,4.5,0.5,0.5,1.16,0.0,0.3,6.96,16392,11.24247311827957,0.7693548387096775,7.667472003574261,0.2,1,friday,0,0,0,1,apr
16395,25974916,1,2017-03-29 23:14:43,2017-03-29 23:19:29,1,1.2,1,N,233,107,1,6.0,0.5,0.5,1.45,0.0,0.3,8.75,16395,8.070512820512821,1.313076923076923,7.97560566709443,0.199,0,wednesday,0,0,0,1,mar
16398,43841968,2,2017-05-22 14:50:35,2017-05-22 15:07:48,2,1.22,1,N,107,170,1,11.5,0.0,0.5,3.69,0.0,0.3,15.99,16398,8.030952380952382,1.0014285714285716,7.255775878202496,0.3,1,monday,0,1,0,0,may
16399,98507124,1,2017-11-20 12:47:05,2017-11-20 12:52:54,1,0.7,1,N,238,151,1,5.5,0.0,0.5,1.25,0.0,0.3,7.55,16399,4.763333333333333,0.7512000000000001,5.93296390267961,0.198,0,monday,0,1,0,0,nov
16401,86791581,2,2017-10-15 04:56:45,2017-10-15 05:11:05,1,4.53,1,N,148,17,1,16.0,0.5,0.5,0.0,0.0,0.3,17.3,16401,21.072222222222223,5.476666666666667,19.791387264823754,0.0,0,sunday,0,0,0,1,oct
16402,8374859,2,2017-02-04 13:10:26,2017-02-04 13:15:17,1,0.76,1,N,231,87,1,5.0,0.0,0.5,1.16,0.0,0.3,6.96,16402,7.997619047619048,0.965,7.151813277559582,0.2,1,saturday,0,1,0,0,feb
16403,76874564,1,2017-09-13 07:52:06,2017-09-13 08:46:58,1,19.3,2,N,151,132,1,52.0,0.0,0.5,11.7,5.76,0.3,70.26,16403,54.86666666666667,19.3,52.0,0.2,1,wednesday,1,0,0,0,sep
16404,105092164,2,2017-12-11 22:02:35,2017-12-11 22:22:00,4,2.8,1,N,230,113,1,14.5,0.5,0.5,3.16,0.0,0.3,18.96,16404,18.45555555555556,2.467777777777778,13.131237862191176,0.2,1,monday,0,0,0,1,dec
16405,102340765,1,2017-12-03 16:07:07,2017-12-03 17:56:38,1,17.8,2,N,132,230,1,52.0,0.0,0.5,11.7,5.76,0.3,70.26,16405,59.598,18.5712,52.0,0.2,1,sunday,0,0,1,0,dec
16406,84110312,2,2017-10-06 18:45:04,2017-10-06 19:13:55,2,3.12,1,N,100,237,1,18.5,1.0,0.5,2.03,0.0,0.3,22.33,16406,21.569444444444443,2.556666666666666,14.13323674096918,0.1,0,friday,0,0,1,0,oct
16409,39859269,1,2017-05-17 13:21:57,2017-05-17 13:41:20,1,2.8,1,N,237,234,1,14.0,0.0,0.5,1.5,0.0,0.3,16.3,16409,16.131666666666668,2.394,12.379292621996788,0.101,0,wednesday,0,1,0,0,may
16411,25436294,2,2017-03-28 16:01:38,2017-03-28 16:10:44,1,1.36,1,N,236,237,1,8.0,1.0,0.5,1.96,0.0,0.3,11.76,16411,8.305228758169935,1.0023529411764704,7.3120947560082525,0.2,1,tuesday,0,0,1,0,mar
16412,112831317,1,2017-01-06 11:59:15,2017-01-06 12:13:35,1,2.0,1,N,144,68,1,11.0,0.0,0.5,1.0,0.0,0.3,12.8,16412,16.575,2.5125,12.739160295527457,0.085,0,friday,0,1,0,0,jan
16415,91595384,1,2017-10-30 07:48:47,2017-10-30 08:05:10,1,1.6,1,N,262,237,1,11.0,0.0,0.5,1.77,0.0,0.3,13.57,16415,11.375,1.543,9.35597851153974,0.15,0,monday,1,0,0,0,oct
16416,57967412,2,2017-07-07 17:39:49,2017-07-07 17:45:31,1,0.94,1,N,74,75,1,6.0,1.0,0.5,1.17,0.0,0.3,8.97,16416,4.602941176470588,0.92,6.114785627976201,0.15,0,friday,0,0,1,0,jul
16417,58623839,1,2017-07-10 08:56:26,2017-07-10 09:04:31,1,1.0,1,N,87,231,1,7.0,0.0,0.5,1.56,0.0,0.3,9.36,16417,9.81,1.411333333333333,8.656849152528451,0.2,1,monday,1,0,0,0,jul
16418,68157497,1,2017-08-11 23:55:00,2017-08-12 00:04:10,1,0.7,1,N,249,158,1,7.5,0.5,0.5,1.0,0.0,0.3,9.8,16418,4.929166666666666,0.6591666666666667,5.795838943500369,0.114,0,friday,0,0,0,1,aug
16421,67510763,2,2017-08-09 20:31:52,2017-08-09 20:54:06,1,3.81,1,N,158,65,1,17.0,0.5,0.5,2.74,0.0,0.3,21.04,16421,22.23333333333333,3.81,16.794085065194846,0.15,0,wednesday,0,0,0,1,aug
16423,105266017,2,2017-12-12 14:01:51,2017-12-12 14:12:31,1,0.93,1,N,237,162,1,8.0,0.0,0.5,1.76,0.0,0.3,10.56,16423,8.184126984126985,1.0392063492063492,7.351740389490233,0.2,1,tuesday,0,1,0,0,dec
16425,47348436,2,2017-06-01 22:19:04,2017-06-01 22:22:30,4,0.49,1,N,142,143,1,4.5,0.5,0.5,1.16,0.0,0.3,6.96,16425,6.178205128205128,0.8415384615384615,6.464232164677102,0.2,1,thursday,0,0,0,1,jun
16428,107330337,2,2017-12-18 14:55:13,2017-12-18 15:00:51,1,0.9,1,N,141,237,1,5.5,0.0,0.5,1.26,0.0,0.3,7.56,16428,4.926754385964912,0.6136842105263158,5.594726012905286,0.2,1,monday,0,1,0,0,dec
16429,6016913,2,2017-01-28 17:04:38,2017-01-28 17:42:33,2,5.66,1,N,161,13,1,27.0,0.0,0.5,5.56,0.0,0.3,33.36,16429,31.33888888888889,5.853333333333334,23.42918931880345,0.2,1,saturday,0,0,1,0,jan
16430,19606995,2,2017-03-08 18:23:34,2017-03-08 18:30:26,1,0.55,1,N,263,140,1,6.0,1.0,0.5,0.7,0.0,0.3,8.5,16430,6.238541666666666,1.018125,6.766775614280841,0.09,0,wednesday,0,0,1,0,mar
16432,22010150,1,2017-03-17 12:00:06,2017-03-17 12:25:56,1,2.0,1,N,234,163,1,16.0,0.0,0.5,2.5,0.0,0.3,19.3,16432,17.11111111111111,1.9858333333333336,11.839231389733806,0.149,0,friday,0,1,0,0,mar
16433,44721437,2,2017-05-24 21:03:59,2017-05-24 21:12:06,1,1.47,1,N,162,137,1,7.5,0.5,0.5,1.76,0.0,0.3,10.56,16433,9.342592592592592,1.3622222222222222,8.318738999158063,0.2,1,wednesday,0,0,0,1,may
16434,89130313,1,2017-10-22 13:16:48,2017-10-22 13:36:25,2,2.2,1,N,141,239,1,14.0,0.0,0.5,2.95,0.0,0.3,17.75,16434,13.16969696969697,2.0327272727272727,10.854817881664276,0.199,0,sunday,0,1,0,0,oct
16435,105227104,1,2017-12-12 12:37:53,2017-12-12 13:02:36,1,1.7,1,N,236,163,1,15.5,0.0,0.5,3.25,0.0,0.3,19.55,16435,15.716666666666669,1.78375,11.047372590904333,0.199,0,tuesday,0,1,0,0,dec
16436,10035313,2,2017-02-11 19:00:05,2017-02-11 19:03:16,2,0.31,1,N,211,114,1,4.0,0.0,0.5,1.44,0.0,0.3,6.24,16436,5.583333333333333,0.47,5.513688838654353,0.3,1,saturday,0,0,1,0,feb
16437,2235323,2,2017-01-09 14:12:24,2017-01-09 14:18:17,1,1.27,1,N,162,236,1,6.0,0.0,0.5,1.36,0.0,0.3,8.16,16437,12.154301075268815,1.927741935483871,10.230369182331398,0.2,1,monday,0,1,0,0,jan
16438,26687438,2,2017-04-01 05:43:29,2017-04-01 05:53:01,1,2.11,1,N,79,90,1,9.5,0.5,0.5,2.16,0.0,0.3,12.96,16438,11.389814814814814,1.62,9.40375616251312,0.2,1,saturday,0,0,0,1,apr
16441,13371377,1,2017-02-19 18:15:34,2017-02-19 18:23:07,2,0.8,1,N,164,161,1,6.5,0.0,0.5,0.8,0.0,0.3,8.1,16441,8.670634920634921,0.9797619047619048,7.500916851301713,0.11,0,sunday,0,0,1,0,feb
16442,90110224,2,2017-10-25 18:42:43,2017-10-25 19:23:40,1,3.86,1,N,162,231,1,24.5,1.0,0.5,5.26,0.0,0.3,31.56,16442,28.083333333333336,4.488571428571428,19.77889972224958,0.2,1,wednesday,0,0,1,0,oct
16445,100786686,2,2017-11-28 23:15:03,2017-11-28 23:23:23,4,1.73,1,N,186,79,1,8.0,0.5,0.5,2.32,0.0,0.3,11.62,16445,14.669791666666669,2.254375,11.649476931917564,0.249,1,tuesday,0,0,0,1,nov
16446,86661942,2,2017-10-14 19:21:29,2017-10-14 20:03:41,1,16.59,1,N,132,256,1,48.0,0.0,0.5,9.76,0.0,0.3,58.56,16446,43.65,17.224,49.50224464459161,0.2,1,saturday,0,0,1,0,oct
16447,25616731,2,2017-03-29 01:04:50,2017-03-29 01:11:59,2,2.4,1,N,161,263,1,9.0,0.5,0.5,2.06,0.0,0.3,12.36,16447,15.303508771929824,2.47,12.211894777632317,0.2,1,wednesday,0,0,0,1,mar
16448,90245120,2,2017-10-26 07:58:25,2017-10-26 08:12:47,1,3.58,1,N,148,88,1,14.5,0.0,0.5,3.06,0.0,0.3,18.36,16448,10.3,3.415,12.67669764534672,0.2,1,thursday,1,0,0,0,oct
16449,69348747,2,2017-08-16 18:58:08,2017-08-16 19:06:08,1,1.38,1,N,43,239,1,7.5,1.0,0.5,1.86,0.0,0.3,11.16,16449,9.092753623188406,1.4269565217391305,8.378019021842656,0.2,1,wednesday,0,0,1,0,aug
16451,111582416,2,2017-01-15 23:42:24,2017-01-15 23:53:53,1,1.42,1,N,249,148,1,9.0,0.5,0.5,2.06,0.0,0.3,12.36,16451,20.938888888888886,1.6166666666666667,12.061970510462682,0.2,1,sunday,0,0,0,1,jan
16452,77262038,2,2017-09-14 11:02:09,2017-09-14 11:11:30,1,1.22,1,N,163,186,1,7.5,0.0,0.5,1.66,0.0,0.3,9.96,16452,11.556666666666668,1.4584,9.12828299729166,0.2,1,thursday,0,1,0,0,sep
16454,64777500,2,2017-07-31 06:06:12,2017-07-31 06:29:42,2,16.19,2,N,229,132,1,52.0,0.0,0.5,11.71,5.76,0.3,70.27,16454,46.04444444444445,16.683333333333334,52.0,0.2,1,monday,1,0,0,0,jul
16456,1684553,2,2017-01-20 17:47:42,2017-01-20 17:52:55,1,0.34,1,N,162,170,1,5.0,1.0,0.5,1.36,0.0,0.3,8.16,16456,5.777430555555555,0.8047916666666667,6.212962848552617,0.2,1,friday,0,0,1,0,jan
16457,37956731,2,2017-05-04 19:29:22,2017-05-04 19:45:52,1,1.64,1,N,114,232,1,11.0,1.0,0.5,2.2,0.0,0.3,15.0,16457,12.561111111111112,1.34,9.172645480051813,0.172,0,thursday,0,0,1,0,may
16458,47845639,1,2017-06-11 11:21:05,2017-06-11 11:32:54,1,1.8,1,N,262,237,1,9.5,0.0,0.5,1.55,0.0,0.3,11.85,16458,11.375,1.543,9.35597851153974,0.15,0,sunday,0,1,0,0,jun
16459,111168254,1,2017-01-14 17:54:39,2017-01-14 18:10:35,2,3.8,1,N,186,13,1,14.5,0.0,0.5,3.0,0.0,0.3,18.3,16459,19.33809523809524,3.8207142857142857,16.139331063137035,0.196,0,saturday,0,0,1,0,jan
16460,47664751,2,2017-06-02 18:55:12,2017-06-02 19:23:59,5,4.81,1,N,68,75,1,20.5,1.0,0.5,5.58,0.0,0.3,27.88,16460,23.291666666666668,5.164999999999999,19.877939322218488,0.25,1,friday,0,0,1,0,jun
16461,37419736,1,2017-05-03 06:06:59,2017-05-03 06:25:59,1,9.2,1,N,164,138,1,27.0,0.0,0.5,3.64,5.76,0.3,37.2,16461,26.97878787878788,10.248181818181818,31.058207668168254,0.108,0,wednesday,1,0,0,0,may
16462,4406441,2,2017-01-24 08:04:10,2017-01-24 08:14:18,1,1.81,1,N,186,163,1,9.0,0.0,0.5,1.96,0.0,0.3,11.76,16462,15.67121212121212,1.6286363636363637,10.615774868672853,0.2,1,tuesday,1,0,0,0,jan
16463,4824034,2,2017-01-25 12:40:46,2017-01-25 13:07:20,5,3.08,1,N,170,231,1,17.5,0.0,0.5,3.66,0.0,0.3,21.96,16463,17.892857142857142,3.1942857142857144,14.444056139127104,0.2,1,wednesday,0,1,0,0,jan
16464,44913323,2,2017-05-25 12:22:48,2017-05-25 12:27:26,1,0.56,1,N,162,170,1,5.0,0.0,0.5,1.0,0.0,0.3,6.8,16464,5.777430555555555,0.8047916666666667,6.212962848552617,0.172,0,thursday,0,1,0,0,may
16465,101325410,2,2017-11-30 18:26:14,2017-11-30 18:58:47,1,3.24,1,N,162,211,1,20.5,1.0,0.5,4.46,0.0,0.3,26.76,16465,22.230555555555554,2.9166666666666665,15.013075328997624,0.2,1,thursday,0,0,1,0,nov
16466,22427797,2,2017-03-18 16:10:44,2017-03-18 16:25:49,5,2.3,1,N,236,164,1,11.5,0.0,0.5,2.46,0.0,0.3,14.76,16466,16.385714285714286,2.761428571428571,13.160860615124763,0.2,1,saturday,0,0,1,0,mar
16467,37094210,2,2017-05-02 08:02:14,2017-05-02 08:02:39,1,0.11,1,N,237,237,1,2.5,0.0,0.5,0.5,0.0,0.3,3.8,16467,4.660763888888889,0.6016666666666667,5.496547571159264,0.152,0,tuesday,1,0,0,0,may
16469,32029370,1,2017-04-19 13:26:08,2017-04-19 13:35:55,1,0.4,1,N,237,236,1,7.0,0.0,0.5,1.55,0.0,0.3,9.35,16469,6.557258064516129,1.0374193548387096,7.00397178793284,0.199,0,wednesday,0,1,0,0,apr
16470,31612092,1,2017-04-18 12:07:19,2017-04-18 12:27:08,1,1.6,1,N,170,237,1,13.0,0.0,0.5,2.0,0.0,0.3,15.8,16470,13.604666666666668,1.8616,10.613116903013282,0.145,0,tuesday,0,1,0,0,apr
16473,23693303,1,2017-03-22 00:26:29,2017-03-22 00:34:13,1,3.1,1,N,263,164,1,10.0,0.5,0.5,2.25,0.0,0.3,13.55,16473,7.733333333333333,3.1,11.442489156259748,0.199,0,wednesday,0,0,0,1,mar
16475,38138248,1,2017-05-05 09:01:19,2017-05-05 09:19:59,1,1.8,1,N,236,162,1,12.5,0.0,0.5,2.0,0.0,0.3,15.3,16475,11.725595238095238,1.8457142857142856,10.057067997817375,0.15,0,friday,1,0,0,0,may
16477,67361146,1,2017-08-09 10:36:22,2017-08-09 10:46:24,1,1.3,1,N,164,113,1,8.0,0.0,0.5,2.2,0.0,0.3,11.0,16477,7.5125,1.284166666666667,7.762268854746736,0.25,1,wednesday,0,1,0,0,aug
16478,89510337,1,2017-10-23 20:54:02,2017-10-23 21:04:10,1,1.7,1,N,142,246,1,9.0,0.5,0.5,2.0,0.0,0.3,12.3,16478,15.083333333333334,2.075714285714286,11.452454850399594,0.194,0,monday,0,0,0,1,oct
16479,73864392,2,2017-09-02 18:29:25,2017-09-02 18:32:56,1,1.25,1,N,236,237,1,5.5,0.0,0.5,1.26,0.0,0.3,7.56,16479,8.305228758169935,1.0023529411764704,7.3120947560082525,0.2,1,saturday,0,0,1,0,sep
16480,94233017,2,2017-11-07 12:58:33,2017-11-07 13:02:50,1,0.58,1,N,236,236,1,4.5,0.0,0.5,1.0,0.0,0.3,6.3,16480,4.19469696969697,0.5816363636363636,5.326566041625259,0.189,0,tuesday,0,1,0,0,nov
16481,101477171,1,2017-12-01 06:36:59,2017-12-01 06:43:59,1,1.0,1,N,68,100,1,6.5,0.0,0.5,1.45,0.0,0.3,8.75,16481,10.520833333333334,1.1891666666666667,8.412487478522063,0.199,0,friday,1,0,0,0,dec
16483,64653820,2,2017-07-30 16:11:34,2017-07-30 16:22:52,1,1.23,1,N,162,100,1,8.5,0.0,0.5,1.86,0.0,0.3,11.16,16483,11.910833333333333,1.1625,8.637450695516224,0.2,1,sunday,0,0,1,0,jul
16486,71250142,2,2017-08-23 17:15:41,2017-08-23 17:29:39,1,0.68,1,N,162,164,1,9.5,1.0,0.5,2.26,0.0,0.3,13.56,16486,11.473484848484848,1.0836363636363635,8.358240551669105,0.2,1,wednesday,0,0,1,0,aug
16487,76794966,2,2017-09-12 21:29:25,2017-09-12 21:52:48,1,3.82,1,N,90,263,1,17.0,0.5,0.5,3.66,0.0,0.3,21.96,16487,19.75,4.15,16.77861398764871,0.2,1,tuesday,0,0,0,1,sep
16489,50208016,2,2017-06-14 09:44:40,2017-06-14 09:56:58,3,1.12,1,N,230,233,1,9.0,0.0,0.5,1.96,0.0,0.3,11.76,16489,10.459722222222222,1.1708333333333334,8.293227104470265,0.2,1,wednesday,1,0,0,0,jun
16491,77110764,1,2017-09-13 21:53:31,2017-09-13 22:03:37,1,1.0,1,N,163,162,1,7.5,0.5,0.5,2.6,0.0,0.3,11.4,16491,9.3,1.3011764705882354,8.295003036651167,0.295,1,wednesday,0,0,0,1,sep
16494,105821126,2,2017-12-14 04:01:36,2017-12-14 04:28:33,2,14.84,1,N,186,16,1,41.5,0.5,0.5,9.71,5.76,0.3,58.27,16494,31.225,13.82,39.27337861077975,0.2,1,thursday,0,0,0,1,dec
16495,103707501,2,2017-12-07 20:39:46,2017-12-07 21:14:10,5,4.9,1,N,161,231,1,24.5,0.5,0.5,4.0,0.0,0.3,29.8,16495,25.316666666666663,4.58875,19.29470449743069,0.155,0,thursday,0,0,0,1,dec
16496,7441864,1,2017-02-01 21:08:17,2017-02-01 21:21:56,1,2.2,1,N,161,113,1,10.5,0.5,0.5,2.35,0.0,0.3,14.15,16496,14.22222222222222,2.313333333333333,11.68567205617069,0.199,0,wednesday,0,0,0,1,feb
16497,4101970,1,2017-01-29 01:40:22,2017-01-29 01:48:17,1,2.4,1,N,246,142,1,9.5,0.5,0.5,3.2,0.0,0.3,14.0,16497,12.196296296296296,2.2022222222222223,10.89887535630942,0.296,1,sunday,0,0,0,1,jan
16498,70272701,2,2017-08-19 22:32:24,2017-08-19 22:51:24,1,3.32,1,N,114,48,1,14.5,0.5,0.5,3.16,0.0,0.3,18.96,16498,16.677777777777777,3.3966666666666665,14.420007363411637,0.2,1,saturday,0,0,0,1,aug
16500,54643701,2,2017-06-28 21:44:42,2017-06-28 21:51:45,1,1.06,1,N,114,231,1,7.0,0.5,0.5,1.66,0.0,0.3,9.96,16500,8.65,1.2021428571428572,7.80645127178607,0.2,1,wednesday,0,0,0,1,jun
16502,12383865,1,2017-02-16 19:56:47,2017-02-16 20:18:12,1,2.4,1,N,237,50,1,14.5,0.5,0.5,2.0,0.0,0.3,17.8,16502,16.67666666666667,2.01,11.766150449078978,0.127,0,thursday,0,0,1,0,feb
16503,21094479,1,2017-03-13 19:48:09,2017-03-13 19:55:08,1,1.2,1,N,161,237,1,6.5,1.0,0.5,1.25,0.0,0.3,9.55,16503,8.365454545454545,1.0229090909090908,7.4796685432424175,0.151,0,monday,0,0,1,0,mar
16504,45468532,1,2017-05-27 04:04:37,2017-05-27 04:20:51,2,7.2,1,N,230,244,1,22.5,0.5,0.5,4.75,0.0,0.3,28.55,16504,14.655555555555557,7.210000000000001,21.586744328948416,0.2,1,saturday,0,0,0,1,may
16505,1327028,1,2017-01-05 12:50:47,2017-01-05 13:22:18,4,8.0,1,N,88,236,1,29.0,0.0,0.5,0.0,0.0,0.3,29.8,16505,31.516666666666666,8.0,27.91061189701047,0.0,0,thursday,0,1,0,0,jan
16506,10430527,1,2017-02-12 19:18:46,2017-02-12 19:27:11,1,0.9,1,N,107,90,1,7.0,0.0,0.5,2.75,0.0,0.3,10.55,16506,7.253333333333333,0.9226666666666666,6.969546147066462,0.353,1,sunday,0,0,1,0,feb
16507,92381489,2,2017-11-01 18:22:57,2017-11-01 18:31:08,1,1.19,1,N,162,107,1,7.0,1.0,0.5,1.76,0.0,0.3,10.56,16507,9.288172043010752,1.5212903225806451,8.620542762295043,0.2,1,wednesday,0,0,1,0,nov
16509,37097018,2,2017-05-02 08:10:49,2017-05-02 08:30:10,2,1.54,1,N,161,237,1,12.5,0.0,0.5,2.66,0.0,0.3,15.96,16509,8.365454545454545,1.0229090909090908,7.391931665327434,0.2,1,tuesday,1,0,0,0,may
16510,71917231,1,2017-08-26 01:40:52,2017-08-26 02:01:09,1,6.3,1,N,79,166,1,20.5,0.5,0.5,4.35,0.0,0.3,26.15,16510,23.25,6.315,22.179571859286025,0.2,1,saturday,0,0,0,1,aug
16511,62902306,2,2017-07-24 17:22:55,2017-07-24 17:28:36,1,1.37,1,N,24,239,1,6.5,1.0,0.5,1.0,0.0,0.3,9.3,16511,6.969444444444445,1.375,7.68192886659482,0.12,0,monday,0,0,1,0,jul
16512,11284580,2,2017-02-06 14:05:16,2017-02-06 14:06:55,2,0.55,1,N,233,229,1,3.5,0.0,0.5,1.29,0.0,0.3,5.59,16512,7.323015873015873,0.71,6.477453449158602,0.3,1,monday,0,1,0,0,feb
16516,64550748,2,2017-07-30 04:53:54,2017-07-30 04:59:09,1,0.95,1,N,161,229,1,6.0,0.5,0.5,0.0,0.0,0.3,7.3,16516,9.007894736842106,1.0142105263157897,7.531817317488387,0.0,0,sunday,0,0,0,1,jul
16517,24006144,2,2017-03-22 21:28:16,2017-03-22 21:37:29,5,2.11,1,N,68,239,1,9.0,0.5,0.5,1.54,0.0,0.3,11.84,16517,16.63030303030303,2.972727272727273,13.650193939604058,0.15,0,wednesday,0,0,0,1,mar
16519,92700526,2,2017-11-02 18:24:50,2017-11-02 18:49:32,5,2.64,1,N,113,161,1,16.5,1.0,0.5,3.66,0.0,0.3,21.96,16519,17.819444444444443,2.245,12.531832441473735,0.2,1,thursday,0,0,1,0,nov
16520,100071253,2,2017-11-26 13:26:07,2017-11-26 13:28:47,1,0.35,1,N,239,239,1,4.0,0.0,0.5,0.96,0.0,0.3,5.76,16520,4.584126984126984,0.7476190476190476,5.766014419428223,0.2,1,sunday,0,1,0,0,nov
16521,67542824,2,2017-08-09 22:41:02,2017-08-09 22:58:04,2,3.43,1,N,48,141,1,14.5,0.5,0.5,3.16,0.0,0.3,18.96,16521,14.047222222222222,2.4766666666666666,11.874588628834209,0.2,1,wednesday,0,0,0,1,aug
16522,107529944,1,2017-12-19 07:52:24,2017-12-19 08:00:52,1,1.1,1,N,186,137,1,7.5,0.0,0.5,1.25,0.0,0.3,9.55,16522,10.07936507936508,1.2595238095238095,8.429494780154634,0.151,0,tuesday,1,0,0,0,dec
16523,79471762,2,2017-09-21 18:14:48,2017-09-21 18:31:12,1,2.05,1,N,233,234,1,12.0,1.0,0.5,2.07,0.0,0.3,15.87,16523,15.176923076923078,1.7307692307692308,10.681364148355671,0.15,0,thursday,0,0,1,0,sep
16524,18894996,2,2017-03-06 17:13:38,2017-03-06 17:21:26,2,1.34,1,N,161,164,1,7.0,1.0,0.5,1.76,0.0,0.3,10.56,16524,9.106666666666667,0.9766666666666668,7.506629595711986,0.2,1,monday,0,0,1,0,mar
